chapter,chapter_num,block,prefix,icd_version
"Chapter XI Complications of pregnancy, childbirth, and the puerperium (630-679)",11,640-649 Complications mainly related to pregnancy,646,9
"Chapter XI Complications of pregnancy, childbirth, and the puerperium (630-679)",11,640-649 Complications mainly related to pregnancy,647,9
"Chapter XI Complications of pregnancy, childbirth, and the puerperium (630-679)",11,640-649 Complications mainly related to pregnancy,648,9
"Chapter XI Complications of pregnancy, childbirth, and the puerperium (630-679)",11,640-649 Complications mainly related to pregnancy,649,9
"Chapter XI Complications of pregnancy, childbirth, and the puerperium (630-679)",11,"650-659 Normal delivery, and other indications for care in pregnancy, labor, and delivery",650,9
"Chapter XI Complications of pregnancy, childbirth, and the puerperium (630-679)",11,"650-659 Normal delivery, and other indications for care in pregnancy, labor, and delivery",651,9
"Chapter XI Complications of pregnancy, childbirth, and the puerperium (630-679)",11,"650-659 Normal delivery, and other indications for care in pregnancy, labor, and delivery",652,9
"Chapter XI Complications of pregnancy, childbirth, and the puerperium (630-679)",11,"650-659 Normal delivery, and other indications for care in pregnancy, labor, and delivery",653,9
"Chapter XI Complications of pregnancy, childbirth, and the puerperium (630-679)",11,"650-659 Normal delivery, and other indications for care in pregnancy, labor, and delivery",654,9
"Chapter XI Complications of pregnancy, childbirth, and the puerperium (630-679)",11,"650-659 Normal delivery, and other indications for care in pregnancy, labor, and delivery",655,9
"Chapter XI Complications of pregnancy, childbirth, and the puerperium (630-679)",11,"650-659 Normal delivery, and other indications for care in pregnancy, labor, and delivery",656,9
"Chapter XI Complications of pregnancy, childbirth, and the puerperium (630-679)",11,"650-659 Normal delivery, and other indications for care in pregnancy, labor, and delivery",657,9
"Chapter XI Complications of pregnancy, childbirth, and the puerperium (630-679)",11,"650-659 Normal delivery, and other indications for care in pregnancy, labor, and delivery",658,9
"Chapter XI Complications of pregnancy, childbirth, and the puerperium (630-679)",11,"650-659 Normal delivery, and other indications for care in pregnancy, labor, and delivery",659,9
"Chapter XI Complications of pregnancy, childbirth, and the puerperium (630-679)",11,660-669 Complications occurring mainly in the course of labor and delivery,660,9
"Chapter XI Complications of pregnancy, childbirth, and the puerperium (630-679)",11,660-669 Complications occurring mainly in the course of labor and delivery,661,9
"Chapter XI Complications of pregnancy, childbirth, and the puerperium (630-679)",11,660-669 Complications occurring mainly in the course of labor and delivery,662,9
"Chapter XI Complications of pregnancy, childbirth, and the puerperium (630-679)",11,660-669 Complications occurring mainly in the course of labor and delivery,663,9
"Chapter XI Complications of pregnancy, childbirth, and the puerperium (630-679)",11,660-669 Complications occurring mainly in the course of labor and delivery,664,9
"Chapter XI Complications of pregnancy, childbirth, and the puerperium (630-679)",11,660-669 Complications occurring mainly in the course of labor and delivery,665,9
"Chapter XI Complications of pregnancy, childbirth, and the puerperium (630-679)",11,660-669 Complications occurring mainly in the course of labor and delivery,666,9
"Chapter XI Complications of pregnancy, childbirth, and the puerperium (630-679)",11,660-669 Complications occurring mainly in the course of labor and delivery,667,9
"Chapter XI Complications of pregnancy, childbirth, and the puerperium (630-679)",11,660-669 Complications occurring mainly in the course of labor and delivery,668,9
"Chapter XI Complications of pregnancy, childbirth, and the puerperium (630-679)",11,660-669 Complications occurring mainly in the course of labor and delivery,669,9
"Chapter XI Complications of pregnancy, childbirth, and the puerperium (630-679)",11,670-676 Complications of the puerperium,670,9
"Chapter XI Complications of pregnancy, childbirth, and the puerperium (630-679)",11,670-676 Complications of the puerperium,671,9
"Chapter XI Complications of pregnancy, childbirth, and the puerperium (630-679)",11,670-676 Complications of the puerperium,672,9
"Chapter XI Complications of pregnancy, childbirth, and the puerperium (630-679)",11,670-676 Complications of the puerperium,673,9
"Chapter XI Complications of pregnancy, childbirth, and the puerperium (630-679)",11,670-676 Complications of the puerperium,674,9
"Chapter XI Complications of pregnancy, childbirth, and the puerperium (630-679)",11,670-676 Complications of the puerperium,675,9
"Chapter XI Complications of pregnancy, childbirth, and the puerperium (630-679)",11,670-676 Complications of the puerperium,676,9
"Chapter XI Complications of pregnancy, childbirth, and the puerperium (630-679)",11,678-679 Other maternal and fetal complications,678,9
"Chapter XI Complications of pregnancy, childbirth, and the puerperium (630-679)",11,678-679 Other maternal and fetal complications,679,9
Chapter XII Diseases of the skin and subcutaneous tissue (680-709),12,680-686 Infections of skin and subcutaneous tissue,680,9
Chapter XII Diseases of the skin and subcutaneous tissue (680-709),12,680-686 Infections of skin and subcutaneous tissue,681,9
Chapter XII Diseases of the skin and subcutaneous tissue (680-709),12,680-686 Infections of skin and subcutaneous tissue,682,9
Chapter XII Diseases of the skin and subcutaneous tissue (680-709),12,680-686 Infections of skin and subcutaneous tissue,683,9
Chapter XII Diseases of the skin and subcutaneous tissue (680-709),12,680-686 Infections of skin and subcutaneous tissue,684,9
Chapter XII Diseases of the skin and subcutaneous tissue (680-709),12,680-686 Infections of skin and subcutaneous tissue,685,9
Chapter XII Diseases of the skin and subcutaneous tissue (680-709),12,680-686 Infections of skin and subcutaneous tissue,686,9
Chapter XII Diseases of the skin and subcutaneous tissue (680-709),12,690-698 Other inflammatory conditions of skin and subcutaneous tissue,690,9
Chapter XII Diseases of the skin and subcutaneous tissue (680-709),12,690-698 Other inflammatory conditions of skin and subcutaneous tissue,691,9
Chapter XII Diseases of the skin and subcutaneous tissue (680-709),12,690-698 Other inflammatory conditions of skin and subcutaneous tissue,692,9
Chapter XII Diseases of the skin and subcutaneous tissue (680-709),12,690-698 Other inflammatory conditions of skin and subcutaneous tissue,693,9
Chapter XII Diseases of the skin and subcutaneous tissue (680-709),12,690-698 Other inflammatory conditions of skin and subcutaneous tissue,694,9
Chapter XII Diseases of the skin and subcutaneous tissue (680-709),12,690-698 Other inflammatory conditions of skin and subcutaneous tissue,695,9
Chapter XII Diseases of the skin and subcutaneous tissue (680-709),12,690-698 Other inflammatory conditions of skin and subcutaneous tissue,696,9
Chapter XII Diseases of the skin and subcutaneous tissue (680-709),12,690-698 Other inflammatory conditions of skin and subcutaneous tissue,697,9
Chapter XII Diseases of the skin and subcutaneous tissue (680-709),12,690-698 Other inflammatory conditions of skin and subcutaneous tissue,698,9
Chapter XII Diseases of the skin and subcutaneous tissue (680-709),12,700-709 Other diseases of skin and subcutaneous tissue,700,9
Chapter XII Diseases of the skin and subcutaneous tissue (680-709),12,700-709 Other diseases of skin and subcutaneous tissue,701,9
Chapter XII Diseases of the skin and subcutaneous tissue (680-709),12,700-709 Other diseases of skin and subcutaneous tissue,702,9
Chapter XII Diseases of the skin and subcutaneous tissue (680-709),12,700-709 Other diseases of skin and subcutaneous tissue,703,9
Chapter XII Diseases of the skin and subcutaneous tissue (680-709),12,700-709 Other diseases of skin and subcutaneous tissue,704,9
Chapter XII Diseases of the skin and subcutaneous tissue (680-709),12,700-709 Other diseases of skin and subcutaneous tissue,705,9
Chapter XII Diseases of the skin and subcutaneous tissue (680-709),12,700-709 Other diseases of skin and subcutaneous tissue,706,9
Chapter XII Diseases of the skin and subcutaneous tissue (680-709),12,700-709 Other diseases of skin and subcutaneous tissue,707,9
Chapter XII Diseases of the skin and subcutaneous tissue (680-709),12,700-709 Other diseases of skin and subcutaneous tissue,708,9
Chapter XII Diseases of the skin and subcutaneous tissue (680-709),12,700-709 Other diseases of skin and subcutaneous tissue,709,9
Chapter XIII Diseases of the musculoskeletal system and connective tissue (710-739),13,710-719 Arthropathies and related disorders,710,9
Chapter XIII Diseases of the musculoskeletal system and connective tissue (710-739),13,710-719 Arthropathies and related disorders,711,9
Chapter XIII Diseases of the musculoskeletal system and connective tissue (710-739),13,710-719 Arthropathies and related disorders,712,9
Chapter XIII Diseases of the musculoskeletal system and connective tissue (710-739),13,710-719 Arthropathies and related disorders,713,9
Chapter XIII Diseases of the musculoskeletal system and connective tissue (710-739),13,710-719 Arthropathies and related disorders,714,9
Chapter XIII Diseases of the musculoskeletal system and connective tissue (710-739),13,710-719 Arthropathies and related disorders,715,9
Chapter XIII Diseases of the musculoskeletal system and connective tissue (710-739),13,710-719 Arthropathies and related disorders,716,9
Chapter XIII Diseases of the musculoskeletal system and connective tissue (710-739),13,710-719 Arthropathies and related disorders,717,9
Chapter XIII Diseases of the musculoskeletal system and connective tissue (710-739),13,710-719 Arthropathies and related disorders,718,9
Chapter XIII Diseases of the musculoskeletal system and connective tissue (710-739),13,710-719 Arthropathies and related disorders,719,9
Chapter XIII Diseases of the musculoskeletal system and connective tissue (710-739),13,720-724 Dorsopathies,720,9
Chapter XIII Diseases of the musculoskeletal system and connective tissue (710-739),13,720-724 Dorsopathies,721,9
Chapter XIII Diseases of the musculoskeletal system and connective tissue (710-739),13,720-724 Dorsopathies,722,9
Chapter XIII Diseases of the musculoskeletal system and connective tissue (710-739),13,720-724 Dorsopathies,723,9
Chapter XIII Diseases of the musculoskeletal system and connective tissue (710-739),13,720-724 Dorsopathies,724,9
Chapter XIII Diseases of the musculoskeletal system and connective tissue (710-739),13,"725-729 Rheumatism, excluding the back",725,9
Chapter XIII Diseases of the musculoskeletal system and connective tissue (710-739),13,"725-729 Rheumatism, excluding the back",726,9
Chapter XIII Diseases of the musculoskeletal system and connective tissue (710-739),13,"725-729 Rheumatism, excluding the back",727,9
Chapter XIII Diseases of the musculoskeletal system and connective tissue (710-739),13,"725-729 Rheumatism, excluding the back",728,9
Chapter XIII Diseases of the musculoskeletal system and connective tissue (710-739),13,"725-729 Rheumatism, excluding the back",729,9
Chapter XIII Diseases of the musculoskeletal system and connective tissue (710-739),13,"730-739 Osteopathies, chondropathies, and acquired musculoskeletal deformities",730,9
Chapter XIII Diseases of the musculoskeletal system and connective tissue (710-739),13,"730-739 Osteopathies, chondropathies, and acquired musculoskeletal deformities",731,9
Chapter XIII Diseases of the musculoskeletal system and connective tissue (710-739),13,"730-739 Osteopathies, chondropathies, and acquired musculoskeletal deformities",732,9
Chapter XIII Diseases of the musculoskeletal system and connective tissue (710-739),13,"730-739 Osteopathies, chondropathies, and acquired musculoskeletal deformities",733,9
Chapter XIII Diseases of the musculoskeletal system and connective tissue (710-739),13,"730-739 Osteopathies, chondropathies, and acquired musculoskeletal deformities",734,9
Chapter XIII Diseases of the musculoskeletal system and connective tissue (710-739),13,"730-739 Osteopathies, chondropathies, and acquired musculoskeletal deformities",735,9
Chapter XIII Diseases of the musculoskeletal system and connective tissue (710-739),13,"730-739 Osteopathies, chondropathies, and acquired musculoskeletal deformities",736,9
Chapter XIII Diseases of the musculoskeletal system and connective tissue (710-739),13,"730-739 Osteopathies, chondropathies, and acquired musculoskeletal deformities",737,9
Chapter XIII Diseases of the musculoskeletal system and connective tissue (710-739),13,"730-739 Osteopathies, chondropathies, and acquired musculoskeletal deformities",738,9
Chapter XIII Diseases of the musculoskeletal system and connective tissue (710-739),13,"730-739 Osteopathies, chondropathies, and acquired musculoskeletal deformities",739,9
Chapter XIV Congenital anomalies (740-759),14,740-742 Nervous system,740,9
Chapter XIV Congenital anomalies (740-759),14,740-742 Nervous system,741,9
Chapter XIV Congenital anomalies (740-759),14,740-742 Nervous system,742,9
Chapter XIV Congenital anomalies (740-759),14,"743-744 Eye, ear, face and neck",743,9
Chapter XIV Congenital anomalies (740-759),14,"743-744 Eye, ear, face and neck",744,9
Chapter XIV Congenital anomalies (740-759),14,745-747 Circulatory system,745,9
Chapter XIV Congenital anomalies (740-759),14,745-747 Circulatory system,746,9
Chapter XIV Congenital anomalies (740-759),14,745-747 Circulatory system,747,9
Chapter XIV Congenital anomalies (740-759),14,748-748 Respiratory system,748,9
Chapter XIV Congenital anomalies (740-759),14,749-751 Digestive system,749,9
Chapter XIV Congenital anomalies (740-759),14,749-751 Digestive system,750,9
Chapter XIV Congenital anomalies (740-759),14,749-751 Digestive system,751,9
Chapter XIV Congenital anomalies (740-759),14,752-752 Genital organs,752,9
Chapter XIV Congenital anomalies (740-759),14,753-753 Urinary system,753,9
Chapter XIV Congenital anomalies (740-759),14,754-756 Musculoskeletal system,754,9
Chapter XIV Congenital anomalies (740-759),14,754-756 Musculoskeletal system,755,9
Chapter XIV Congenital anomalies (740-759),14,754-756 Musculoskeletal system,756,9
Chapter XIV Congenital anomalies (740-759),14,757-757 Integument,757,9
Chapter XIV Congenital anomalies (740-759),14,758-758 Chromosomal anomalies,758,9
Chapter XIV Congenital anomalies (740-759),14,759-759 Other,759,9
Chapter XV Certain conditions originating in the perinatal period (760-779),15,760-763 Maternal causes of perinatal morbidity and mortality,760,9
Chapter XV Certain conditions originating in the perinatal period (760-779),15,760-763 Maternal causes of perinatal morbidity and mortality,761,9
Chapter XV Certain conditions originating in the perinatal period (760-779),15,760-763 Maternal causes of perinatal morbidity and mortality,762,9
Chapter XV Certain conditions originating in the perinatal period (760-779),15,760-763 Maternal causes of perinatal morbidity and mortality,763,9
Chapter XV Certain conditions originating in the perinatal period (760-779),15,764-779 Other conditions originating in the perinatal period,764,9
Chapter XV Certain conditions originating in the perinatal period (760-779),15,764-779 Other conditions originating in the perinatal period,765,9
Chapter XV Certain conditions originating in the perinatal period (760-779),15,764-779 Other conditions originating in the perinatal period,766,9
Chapter XV Certain conditions originating in the perinatal period (760-779),15,764-779 Other conditions originating in the perinatal period,767,9
Chapter XV Certain conditions originating in the perinatal period (760-779),15,764-779 Other conditions originating in the perinatal period,768,9
Chapter XV Certain conditions originating in the perinatal period (760-779),15,764-779 Other conditions originating in the perinatal period,769,9
Chapter XV Certain conditions originating in the perinatal period (760-779),15,764-779 Other conditions originating in the perinatal period,770,9
Chapter XV Certain conditions originating in the perinatal period (760-779),15,764-779 Other conditions originating in the perinatal period,771,9
Chapter XV Certain conditions originating in the perinatal period (760-779),15,764-779 Other conditions originating in the perinatal period,772,9
Chapter XV Certain conditions originating in the perinatal period (760-779),15,764-779 Other conditions originating in the perinatal period,773,9
Chapter XV Certain conditions originating in the perinatal period (760-779),15,764-779 Other conditions originating in the perinatal period,774,9
Chapter XV Certain conditions originating in the perinatal period (760-779),15,764-779 Other conditions originating in the perinatal period,775,9
Chapter XV Certain conditions originating in the perinatal period (760-779),15,764-779 Other conditions originating in the perinatal period,776,9
Chapter XV Certain conditions originating in the perinatal period (760-779),15,764-779 Other conditions originating in the perinatal period,777,9
Chapter XV Certain conditions originating in the perinatal period (760-779),15,764-779 Other conditions originating in the perinatal period,778,9
Chapter XV Certain conditions originating in the perinatal period (760-779),15,764-779 Other conditions originating in the perinatal period,779,9
"Chapter XVI Symptoms, signs, and ill-defined conditions (780-799)",16,780-789 Symptoms,780,9
"Chapter XVI Symptoms, signs, and ill-defined conditions (780-799)",16,780-789 Symptoms,781,9
"Chapter XVI Symptoms, signs, and ill-defined conditions (780-799)",16,780-789 Symptoms,782,9
"Chapter XVI Symptoms, signs, and ill-defined conditions (780-799)",16,780-789 Symptoms,783,9
"Chapter XVI Symptoms, signs, and ill-defined conditions (780-799)",16,780-789 Symptoms,784,9
"Chapter XVI Symptoms, signs, and ill-defined conditions (780-799)",16,780-789 Symptoms,785,9
"Chapter XVI Symptoms, signs, and ill-defined conditions (780-799)",16,780-789 Symptoms,786,9
"Chapter XVI Symptoms, signs, and ill-defined conditions (780-799)",16,780-789 Symptoms,787,9
"Chapter XVI Symptoms, signs, and ill-defined conditions (780-799)",16,780-789 Symptoms,788,9
"Chapter XVI Symptoms, signs, and ill-defined conditions (780-799)",16,780-789 Symptoms,789,9
"Chapter XVI Symptoms, signs, and ill-defined conditions (780-799)",16,790-796 Nonspecific abnormal findings,790,9
"Chapter XVI Symptoms, signs, and ill-defined conditions (780-799)",16,790-796 Nonspecific abnormal findings,791,9
"Chapter XVI Symptoms, signs, and ill-defined conditions (780-799)",16,790-796 Nonspecific abnormal findings,792,9
"Chapter XVI Symptoms, signs, and ill-defined conditions (780-799)",16,790-796 Nonspecific abnormal findings,793,9
"Chapter XVI Symptoms, signs, and ill-defined conditions (780-799)",16,790-796 Nonspecific abnormal findings,794,9
"Chapter XVI Symptoms, signs, and ill-defined conditions (780-799)",16,790-796 Nonspecific abnormal findings,795,9
"Chapter XVI Symptoms, signs, and ill-defined conditions (780-799)",16,790-796 Nonspecific abnormal findings,796,9
"Chapter XVI Symptoms, signs, and ill-defined conditions (780-799)",16,797-799 Ill-defined and unknown causes of morbidity and mortality,797,9
"Chapter XVI Symptoms, signs, and ill-defined conditions (780-799)",16,797-799 Ill-defined and unknown causes of morbidity and mortality,798,9
"Chapter XVI Symptoms, signs, and ill-defined conditions (780-799)",16,797-799 Ill-defined and unknown causes of morbidity and mortality,799,9
Chapter XVII Injury and poisoning (800-999),17,800-804 Fracture of skull,800,9
Chapter XVII Injury and poisoning (800-999),17,800-804 Fracture of skull,801,9
Chapter XVII Injury and poisoning (800-999),17,800-804 Fracture of skull,802,9
Chapter XVII Injury and poisoning (800-999),17,800-804 Fracture of skull,803,9
Chapter XVII Injury and poisoning (800-999),17,800-804 Fracture of skull,804,9
Chapter XVII Injury and poisoning (800-999),17,805-809 Fracture of neck and trunk,805,9
Chapter XVII Injury and poisoning (800-999),17,805-809 Fracture of neck and trunk,806,9
Chapter XVII Injury and poisoning (800-999),17,805-809 Fracture of neck and trunk,807,9
Chapter XVII Injury and poisoning (800-999),17,805-809 Fracture of neck and trunk,808,9
Chapter XVII Injury and poisoning (800-999),17,805-809 Fracture of neck and trunk,809,9
Chapter XVII Injury and poisoning (800-999),17,810-819 Fracture of upper limb,810,9
Chapter XVII Injury and poisoning (800-999),17,810-819 Fracture of upper limb,811,9
Chapter XVII Injury and poisoning (800-999),17,810-819 Fracture of upper limb,812,9
Chapter XVII Injury and poisoning (800-999),17,810-819 Fracture of upper limb,813,9
Chapter XVII Injury and poisoning (800-999),17,810-819 Fracture of upper limb,814,9
Chapter XVII Injury and poisoning (800-999),17,810-819 Fracture of upper limb,815,9
Chapter XVII Injury and poisoning (800-999),17,810-819 Fracture of upper limb,816,9
Chapter XVII Injury and poisoning (800-999),17,810-819 Fracture of upper limb,817,9
Chapter XVII Injury and poisoning (800-999),17,810-819 Fracture of upper limb,818,9
Chapter XVII Injury and poisoning (800-999),17,810-819 Fracture of upper limb,819,9
Chapter XVII Injury and poisoning (800-999),17,820-829 Fracture of lower limb,820,9
Chapter XVII Injury and poisoning (800-999),17,820-829 Fracture of lower limb,821,9
Chapter XVII Injury and poisoning (800-999),17,820-829 Fracture of lower limb,822,9
Chapter XVII Injury and poisoning (800-999),17,820-829 Fracture of lower limb,823,9
Chapter XVII Injury and poisoning (800-999),17,820-829 Fracture of lower limb,824,9
Chapter XVII Injury and poisoning (800-999),17,820-829 Fracture of lower limb,825,9
Chapter XVII Injury and poisoning (800-999),17,820-829 Fracture of lower limb,826,9
Chapter XVII Injury and poisoning (800-999),17,820-829 Fracture of lower limb,827,9
Chapter XVII Injury and poisoning (800-999),17,820-829 Fracture of lower limb,828,9
Chapter XVII Injury and poisoning (800-999),17,820-829 Fracture of lower limb,829,9
Chapter XVII Injury and poisoning (800-999),17,830-839 Dislocation,830,9
Chapter XVII Injury and poisoning (800-999),17,830-839 Dislocation,831,9
Chapter XVII Injury and poisoning (800-999),17,830-839 Dislocation,832,9
Chapter XVII Injury and poisoning (800-999),17,830-839 Dislocation,833,9
Chapter XVII Injury and poisoning (800-999),17,830-839 Dislocation,834,9
Chapter XVII Injury and poisoning (800-999),17,830-839 Dislocation,835,9
Chapter XVII Injury and poisoning (800-999),17,830-839 Dislocation,836,9
Chapter XVII Injury and poisoning (800-999),17,830-839 Dislocation,837,9
Chapter XVII Injury and poisoning (800-999),17,830-839 Dislocation,838,9
Chapter XVII Injury and poisoning (800-999),17,830-839 Dislocation,839,9
Chapter XVII Injury and poisoning (800-999),17,840-848 Sprains and strains of joints and adjacent muscles,840,9
Chapter XVII Injury and poisoning (800-999),17,840-848 Sprains and strains of joints and adjacent muscles,841,9
Chapter XVII Injury and poisoning (800-999),17,840-848 Sprains and strains of joints and adjacent muscles,842,9
Chapter XVII Injury and poisoning (800-999),17,840-848 Sprains and strains of joints and adjacent muscles,843,9
Chapter XVII Injury and poisoning (800-999),17,840-848 Sprains and strains of joints and adjacent muscles,844,9
Chapter XVII Injury and poisoning (800-999),17,840-848 Sprains and strains of joints and adjacent muscles,845,9
Chapter XVII Injury and poisoning (800-999),17,840-848 Sprains and strains of joints and adjacent muscles,846,9
Chapter XVII Injury and poisoning (800-999),17,840-848 Sprains and strains of joints and adjacent muscles,847,9
Chapter XVII Injury and poisoning (800-999),17,840-848 Sprains and strains of joints and adjacent muscles,848,9
Chapter XVII Injury and poisoning (800-999),17,"850-854 Intracranial injury, excluding those with skull fracture",850,9
Chapter XVII Injury and poisoning (800-999),17,"850-854 Intracranial injury, excluding those with skull fracture",851,9
Chapter XVII Injury and poisoning (800-999),17,"850-854 Intracranial injury, excluding those with skull fracture",852,9
Chapter XVII Injury and poisoning (800-999),17,"850-854 Intracranial injury, excluding those with skull fracture",853,9
Chapter XVII Injury and poisoning (800-999),17,"850-854 Intracranial injury, excluding those with skull fracture",854,9
Chapter XVII Injury and poisoning (800-999),17,"860-869 Internal injury of thorax, abdomen, and pelvis",860,9
Chapter XVII Injury and poisoning (800-999),17,"860-869 Internal injury of thorax, abdomen, and pelvis",861,9
Chapter XVII Injury and poisoning (800-999),17,"860-869 Internal injury of thorax, abdomen, and pelvis",862,9
Chapter XVII Injury and poisoning (800-999),17,"860-869 Internal injury of thorax, abdomen, and pelvis",863,9
Chapter XVII Injury and poisoning (800-999),17,"860-869 Internal injury of thorax, abdomen, and pelvis",864,9
Chapter XVII Injury and poisoning (800-999),17,"860-869 Internal injury of thorax, abdomen, and pelvis",865,9
Chapter XVII Injury and poisoning (800-999),17,"860-869 Internal injury of thorax, abdomen, and pelvis",866,9
Chapter XVII Injury and poisoning (800-999),17,"860-869 Internal injury of thorax, abdomen, and pelvis",867,9
Chapter XVII Injury and poisoning (800-999),17,"860-869 Internal injury of thorax, abdomen, and pelvis",868,9
Chapter XVII Injury and poisoning (800-999),17,"860-869 Internal injury of thorax, abdomen, and pelvis",869,9
Chapter XVII Injury and poisoning (800-999),17,"870-879 Open wound of head, neck, and trunk",870,9
Chapter XVII Injury and poisoning (800-999),17,"870-879 Open wound of head, neck, and trunk",871,9
Chapter XVII Injury and poisoning (800-999),17,"870-879 Open wound of head, neck, and trunk",872,9
Chapter XVII Injury and poisoning (800-999),17,"870-879 Open wound of head, neck, and trunk",873,9
Chapter XVII Injury and poisoning (800-999),17,"870-879 Open wound of head, neck, and trunk",874,9
Chapter XVII Injury and poisoning (800-999),17,"870-879 Open wound of head, neck, and trunk",875,9
Chapter XVII Injury and poisoning (800-999),17,"870-879 Open wound of head, neck, and trunk",876,9
Chapter XVII Injury and poisoning (800-999),17,"870-879 Open wound of head, neck, and trunk",877,9
Chapter XVII Injury and poisoning (800-999),17,"870-879 Open wound of head, neck, and trunk",878,9
Chapter XVII Injury and poisoning (800-999),17,"870-879 Open wound of head, neck, and trunk",879,9
Chapter XVII Injury and poisoning (800-999),17,880-887 Open wound of upper limb,880,9
Chapter XVII Injury and poisoning (800-999),17,880-887 Open wound of upper limb,881,9
Chapter XVII Injury and poisoning (800-999),17,880-887 Open wound of upper limb,882,9
Chapter XVII Injury and poisoning (800-999),17,880-887 Open wound of upper limb,883,9
Chapter XVII Injury and poisoning (800-999),17,880-887 Open wound of upper limb,884,9
Chapter XVII Injury and poisoning (800-999),17,880-887 Open wound of upper limb,885,9
Chapter XVII Injury and poisoning (800-999),17,880-887 Open wound of upper limb,886,9
Chapter XVII Injury and poisoning (800-999),17,880-887 Open wound of upper limb,887,9
Chapter XVII Injury and poisoning (800-999),17,890-897 Open wound of lower limb,890,9
Chapter XVII Injury and poisoning (800-999),17,890-897 Open wound of lower limb,891,9
Chapter XVII Injury and poisoning (800-999),17,890-897 Open wound of lower limb,892,9
Chapter XVII Injury and poisoning (800-999),17,890-897 Open wound of lower limb,893,9
Chapter XVII Injury and poisoning (800-999),17,890-897 Open wound of lower limb,894,9
Chapter XVII Injury and poisoning (800-999),17,890-897 Open wound of lower limb,895,9
Chapter XVII Injury and poisoning (800-999),17,890-897 Open wound of lower limb,896,9
Chapter XVII Injury and poisoning (800-999),17,890-897 Open wound of lower limb,897,9
Chapter XVII Injury and poisoning (800-999),17,900-904 Injury to blood vessels,900,9
Chapter XVII Injury and poisoning (800-999),17,900-904 Injury to blood vessels,901,9
Chapter XVII Injury and poisoning (800-999),17,900-904 Injury to blood vessels,902,9
Chapter XVII Injury and poisoning (800-999),17,900-904 Injury to blood vessels,903,9
Chapter XVII Injury and poisoning (800-999),17,900-904 Injury to blood vessels,904,9
Chapter XVII Injury and poisoning (800-999),17,"905-909 Late effects of injuries, poisonings, toxic effects, and other external causes",905,9
Chapter XVII Injury and poisoning (800-999),17,"905-909 Late effects of injuries, poisonings, toxic effects, and other external causes",906,9
Chapter XVII Injury and poisoning (800-999),17,"905-909 Late effects of injuries, poisonings, toxic effects, and other external causes",907,9
Chapter XVII Injury and poisoning (800-999),17,"905-909 Late effects of injuries, poisonings, toxic effects, and other external causes",908,9
Chapter XVII Injury and poisoning (800-999),17,"905-909 Late effects of injuries, poisonings, toxic effects, and other external causes",909,9
Chapter XVII Injury and poisoning (800-999),17,910-919 Superficial injury,910,9
Chapter XVII Injury and poisoning (800-999),17,910-919 Superficial injury,911,9
Chapter XVII Injury and poisoning (800-999),17,910-919 Superficial injury,912,9
Chapter XVII Injury and poisoning (800-999),17,910-919 Superficial injury,913,9
Chapter XVII Injury and poisoning (800-999),17,910-919 Superficial injury,914,9
Chapter XVII Injury and poisoning (800-999),17,910-919 Superficial injury,915,9
Chapter XVII Injury and poisoning (800-999),17,910-919 Superficial injury,916,9
Chapter XVII Injury and poisoning (800-999),17,910-919 Superficial injury,917,9
Chapter XVII Injury and poisoning (800-999),17,910-919 Superficial injury,918,9
Chapter XVII Injury and poisoning (800-999),17,910-919 Superficial injury,919,9
Chapter XVII Injury and poisoning (800-999),17,920-924 Contusion with intact skin surface,920,9
Chapter XVII Injury and poisoning (800-999),17,920-924 Contusion with intact skin surface,921,9
Chapter XVII Injury and poisoning (800-999),17,920-924 Contusion with intact skin surface,922,9
Chapter XVII Injury and poisoning (800-999),17,920-924 Contusion with intact skin surface,923,9
Chapter XVII Injury and poisoning (800-999),17,920-924 Contusion with intact skin surface,924,9
Chapter XVII Injury and poisoning (800-999),17,925-929 Crushing injury,925,9
Chapter XVII Injury and poisoning (800-999),17,925-929 Crushing injury,926,9
Chapter XVII Injury and poisoning (800-999),17,925-929 Crushing injury,927,9
Chapter XVII Injury and poisoning (800-999),17,925-929 Crushing injury,928,9
Chapter XVII Injury and poisoning (800-999),17,925-929 Crushing injury,929,9
Chapter XVII Injury and poisoning (800-999),17,930-939 Effects of foreign body entering through Body orifice,930,9
Chapter XVII Injury and poisoning (800-999),17,930-939 Effects of foreign body entering through Body orifice,931,9
Chapter XVII Injury and poisoning (800-999),17,930-939 Effects of foreign body entering through Body orifice,932,9
Chapter XVII Injury and poisoning (800-999),17,930-939 Effects of foreign body entering through Body orifice,933,9
Chapter XVII Injury and poisoning (800-999),17,930-939 Effects of foreign body entering through Body orifice,934,9
Chapter XVII Injury and poisoning (800-999),17,930-939 Effects of foreign body entering through Body orifice,935,9
Chapter XVII Injury and poisoning (800-999),17,930-939 Effects of foreign body entering through Body orifice,936,9
Chapter XVII Injury and poisoning (800-999),17,930-939 Effects of foreign body entering through Body orifice,937,9
Chapter XVII Injury and poisoning (800-999),17,930-939 Effects of foreign body entering through Body orifice,938,9
Chapter XVII Injury and poisoning (800-999),17,930-939 Effects of foreign body entering through Body orifice,939,9
Chapter XVII Injury and poisoning (800-999),17,940-949 Burns,940,9
Chapter XVII Injury and poisoning (800-999),17,940-949 Burns,941,9
Chapter XVII Injury and poisoning (800-999),17,940-949 Burns,942,9
